fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,tiene_matricula,m_confianza,mx1,my1,mx2,my2
1276,COCHE,0.61,34,1356,324,1397,356,False,,,,,
1277,COCHE,0.58,27,1281,319,1343,347,False,,,,,
1277,COCHE,0.64,28,1343,322,1384,352,False,,,,,
1277,PERSONA,0.85,29,370,258,438,456,False,,,,,
1277,COCHE,0.86,30,989,309,1149,418,True,0.56,1030,65,1072,697
1277,PERSONA,0.87,31,284,275,348,452,False,,,,,
1277,COCHE,0.87,32,1389,323,1511,406,True,0.3,1451,56,1482,712
1277,COCHE,0.69,33,1134,316,1204,360,True,0.49,1156,26,1174,664
1277,COCHE,0.63,34,1350,324,1396,356,False,,,,,
1278,COCHE,0.59,27,1282,319,1343,347,False,,,,,
1278,COCHE,0.64,28,1343,322,1384,352,False,,,,,
1278,PERSONA,0.85,29,374,257,440,456,False,,,,,
1278,COCHE,0.86,30,982,308,1145,420,True,0.5,1022,67,1068,697
1278,PERSONA,0.86,31,287,275,349,451,False,,,,,
1278,COCHE,0.85,32,1386,322,1507,405,True,0.46,1445,56,1477,710
1278,COCHE,0.71,33,1132,316,1202,360,True,0.35,1155,26,1173,664
1278,COCHE,0.59,34,1347,324,1396,356,False,,,,,
1279,COCHE,0.57,27,1281,319,1343,347,False,,,,,
1279,COCHE,0.62,28,1343,322,1386,352,False,,,,,
1279,PERSONA,0.8,29,377,257,442,454,False,,,,,
1279,COCHE,0.88,30,974,308,1142,422,True,0.51,1016,68,1061,698
1279,PERSONA,0.83,31,289,277,349,450,False,,,,,
1279,COCHE,0.85,32,1383,322,1504,405,False,,,,,
1279,COCHE,0.72,33,1133,316,1202,361,True,0.65,1154,26,1173,664
1279,COCHE,0.58,34,1345,324,1395,356,False,,,,,
1280,COCHE,0.58,27,1282,319,1343,347,False,,,,,
1280,COCHE,0.64,28,1343,321,1386,352,False,,,,,
1280,PERSONA,0.81,29,383,258,446,450,False,,,,,
1280,COCHE,0.86,30,967,307,1139,424,True,0.58,1008,72,1055,699
1280,PERSONA,0.76,31,293,272,352,451,False,,,,,
1280,COCHE,0.8,32,1381,321,1500,404,True,0.3,1438,54,1468,706
1280,COCHE,0.73,33,1133,317,1201,361,True,0.47,1153,26,1173,666
1280,COCHE,0.54,34,1343,322,1396,355,False,,,,,
1281,COCHE,0.59,27,1282,319,1343,347,False,,,,,
1281,COCHE,0.65,28,1343,321,1386,352,False,,,,,
1281,PERSONA,0.82,29,386,258,450,451,False,,,,,
1281,COCHE,0.87,30,959,306,1136,426,True,0.7,1002,75,1048,699
1281,PERSONA,0.73,31,295,270,355,451,False,,,,,
1281,COCHE,0.81,32,1378,321,1494,403,False,,,,,
1281,COCHE,0.72,33,1133,316,1200,361,False,,,,,
1281,COCHE,0.53,34,1344,322,1396,354,True,0.26,1378,0,1395,674
1282,COCHE,0.62,27,1283,319,1344,347,False,,,,,
1282,COCHE,0.66,28,1343,321,1386,351,False,,,,,
1282,PERSONA,0.83,29,389,259,453,450,False,,,,,
1282,COCHE,0.87,30,952,306,1134,428,True,0.75,992,76,1041,702
1282,PERSONA,0.78,31,298,276,359,450,False,,,,,
1282,COCHE,0.75,32,1376,321,1489,402,False,,,,,
1282,COCHE,0.72,33,1132,316,1200,362,True,0.46,1151,27,1171,665
1283,COCHE,0.63,27,1284,319,1344,348,False,,,,,
1283,COCHE,0.64,28,1343,321,1384,350,False,,,,,
1283,PERSONA,0.75,29,395,257,456,449,False,,,,,
1283,COCHE,0.9,30,942,304,1132,430,True,0.58,984,81,1035,702
1283,PERSONA,0.79,31,300,279,361,448,False,,,,,
1283,COCHE,0.79,32,1373,321,1484,401,True,0.27,1427,50,1454,704
1283,COCHE,0.68,33,1129,314,1201,363,True,0.37,1152,30,1170,663
1284,COCHE,0.61,27,1284,319,1344,348,False,,,,,
1284,COCHE,0.61,28,1343,321,1383,350,False,,,,,
1284,PERSONA,0.74,29,398,257,458,447,False,,,,,
1284,COCHE,0.9,30,933,304,1129,433,True,0.61,975,82,1028,704
1284,PERSONA,0.75,31,303,282,364,446,False,,,,,
1284,COCHE,0.77,32,1371,321,1481,398,False,,,,,
1284,COCHE,0.7,33,1127,313,1200,363,True,0.29,1150,31,1170,663
1285,COCHE,0.62,27,1284,319,1343,348,False,,,,,
1285,COCHE,0.61,28,1343,322,1382,350,False,,,,,
1285,PERSONA,0.75,29,400,262,463,446,False,,,,,
1285,COCHE,0.89,30,924,303,1128,437,True,0.6,968,85,1020,706
1285,PERSONA,0.83,31,305,280,367,446,False,,,,,
1285,COCHE,0.73,32,1370,323,1475,397,False,,,,,
1285,COCHE,0.69,33,1126,313,1201,364,True,0.76,1149,31,1170,664
1286,COCHE,0.62,27,1285,319,1343,348,False,,,,,
1286,COCHE,0.57,28,1342,321,1377,350,False,,,,,
1286,PERSONA,0.8,29,401,266,471,446,False,,,,,
1286,COCHE,0.88,30,914,303,1122,441,True,0.56,958,87,1011,708
1286,PERSONA,0.77,31,308,279,375,447,False,,,,,
1286,COCHE,0.78,32,1366,324,1470,394,False,,,,,
1286,COCHE,0.71,33,1123,313,1202,364,True,0.74,1148,31,1169,664
1287,COCHE,0.61,27,1285,319,1342,348,False,,,,,
1287,COCHE,0.55,28,1342,321,1372,349,False,,,,,
1287,PERSONA,0.78,29,402,266,475,447,False,,,,,
1287,COCHE,0.86,30,902,302,1118,444,True,0.61,947,91,1002,709
1287,PERSONA,0.76,31,310,280,383,447,False,,,,,
1287,COCHE,0.82,32,1364,325,1468,393,False,,,,,
1287,COCHE,0.7,33,1121,313,1201,365,True,0.82,1147,32,1168,664
1288,COCHE,0.62,27,1285,319,1342,348,False,,,,,
1288,COCHE,0.55,28,1343,321,1371,348,False,,,,,
1288,PERSONA,0.75,29,404,275,476,447,False,,,,,
1288,COCHE,0.88,30,892,302,1111,450,True,0.67,937,92,994,713
1288,PERSONA,0.8,31,312,278,384,446,False,,,,,
1288,COCHE,0.79,32,1362,325,1465,392,True,0.35,1411,43,1436,701
1288,COCHE,0.71,33,1120,313,1201,365,True,0.8,1147,32,1167,665
1289,COCHE,0.62,27,1285,319,1342,348,False,,,,,
1289,COCHE,0.49,28,1342,321,1371,349,False,,,,,
1289,PERSONA,0.71,29,404,279,477,447,False,,,,,
1289,COCHE,0.88,30,880,302,1107,453,True,0.68,926,94,984,715
1289,PERSONA,0.79,31,314,278,386,447,False,,,,,
1289,COCHE,0.75,32,1361,325,1461,391,False,,,,,
1289,COCHE,0.75,33,1119,313,1201,364,True,0.8,1145,32,1167,665
1290,COCHE,0.63,27,1285,319,1341,348,False,,,,,
1290,COCHE,0.45,28,1343,321,1372,347,False,,,,,
1290,PERSONA,0.64,29,409,277,478,448,False,,,,,
1290,COCHE,0.87,30,867,302,1101,456,True,0.67,914,99,973,719
1290,PERSONA,0.77,31,317,277,387,447,False,,,,,
1290,COCHE,0.72,32,1356,324,1459,389,False,,,,,
1290,COCHE,0.72,33,1117,312,1203,364,True,0.85,1144,34,1165,665
1291,COCHE,0.62,27,1285,319,1342,348,False,,,,,
1291,COCHE,0.35,28,1343,321,1371,346,False,,,,,
1291,PERSONA,0.72,29,414,270,479,447,False,,,,,
1291,COCHE,0.89,30,852,301,1095,459,True,0.58,902,101,962,721
1291,PERSONA,0.82,31,320,278,387,447,False,,,,,
1291,COCHE,0.78,32,1353,324,1453,387,False,,,,,
1291,COCHE,0.75,33,1116,312,1200,366,True,0.81,1143,34,1164,665
1292,COCHE,0.63,27,1286,319,1342,348,False,,,,,
1292,COCHE,0.42,28,1343,321,1371,344,False,,,,,
1292,PERSONA,0.77,29,417,268,480,446,False,,,,,
1292,COCHE,0.9,30,839,301,1090,465,True,0.55,887,106,950,724
1292,PERSONA,0.84,31,323,275,390,446,False,,,,,
1292,COCHE,0.69,32,1350,323,1452,387,False,,,,,
1292,COCHE,0.76,33,1116,312,1198,368,True,0.86,1142,35,1164,665
1293,COCHE,0.61,27,1286,319,1341,347,False,,,,,
1293,COCHE,0.32,28,1342,320,1372,344,False,,,,,
1293,PERSONA,0.73,29,421,263,484,444,False,,,,,
1293,COCHE,0.92,30,822,301,1086,471,True,0.63,873,107,938,728
1293,PERSONA,0.8,31,327,275,392,445,False,,,,,
1293,COCHE,0.7,32,1349,323,1450,386,False,,,,,
1293,COCHE,0.77,33,1115,313,1195,367,True,0.67,1140,34,1162,667
1294,COCHE,0.6,27,1286,319,1341,347,False,,,,,
1294,COCHE,0.19,28,1342,320,1373,349,False,,,,,
1294,PERSONA,0.75,29,425,258,487,444,False,,,,,
1294,COCHE,0.91,30,805,301,1079,477,True,0.57,859,113,925,731
1294,PERSONA,0.79,31,333,276,394,443,False,,,,,
1294,COCHE,0.78,32,1348,322,1448,385,False,,,,,
1294,COCHE,0.77,33,1115,313,1195,368,True,0.81,1139,34,1161,666
1295,COCHE,0.58,27,1288,319,1341,347,False,,,,,
1295,COCHE,0.2,28,1340,320,1374,356,False,,,,,
1295,PERSONA,0.81,29,428,257,490,444,False,,,,,
1295,COCHE,0.9,30,789,301,1073,482,True,0.49,844,116,910,735
1295,PERSONA,0.78,31,337,274,398,442,False,,,,,
1295,COCHE,0.78,32,1345,322,1447,385,False,,,,,
1295,COCHE,0.73,33,1114,313,1195,369,True,0.78,1138,34,1161,667
1296,COCHE,0.59,27,1289,319,1341,347,False,,,,,
1296,COCHE,0.26,28,1340,320,1376,358,False,,,,,
1296,PERSONA,0.79,29,431,257,491,443,False,,,,,
1296,COCHE,0.9,30,771,300,1067,488,True,0.5,824,119,895,739
1296,PERSONA,0.75,31,340,276,402,443,False,,,,,
1296,COCHE,0.74,32,1343,322,1440,384,False,,,,,
1296,COCHE,0.77,33,1113,312,1196,370,True,0.81,1136,35,1160,666
1297,COCHE,0.59,27,1290,319,1341,347,False,,,,,
1297,COCHE,0.32,28,1341,321,1376,360,False,,,,,
1297,PERSONA,0.79,29,434,258,494,443,False,,,,,
1297,COCHE,0.91,30,751,299,1060,494,True,0.48,804,123,879,743
1297,PERSONA,0.77,31,343,278,404,442,False,,,,,
1297,COCHE,0.74,32,1343,322,1435,384,False,,,,,
1297,COCHE,0.82,33,1112,311,1194,370,True,0.6,1135,37,1158,666
1298,COCHE,0.6,27,1290,320,1342,347,False,,,,,
1298,COCHE,0.39,28,1341,321,1377,360,False,,,,,
1298,PERSONA,0.82,29,437,259,498,444,False,,,,,
1298,COCHE,0.92,30,731,298,1052,500,True,0.53,784,132,862,748
1298,PERSONA,0.76,31,345,280,406,441,False,,,,,
1298,COCHE,0.7,32,1343,322,1433,383,False,,,,,
1298,COCHE,0.81,33,1110,311,1192,371,True,0.77,1134,37,1157,666
1299,COCHE,0.54,27,1290,319,1343,346,False,,,,,
1299,PERSONA,0.78,29,440,261,503,443,False,,,,,
1299,COCHE,0.92,30,706,298,1044,508,True,0.55,760,135,842,754
1299,PERSONA,0.74,31,347,281,408,441,False,,,,,
1299,COCHE,0.68,32,1342,323,1427,382,False,,,,,
1299,COCHE,0.79,33,1107,311,1192,371,True,0.82,1132,38,1155,667
1300,COCHE,0.53,27,1289,319,1343,346,False,,,,,
1300,PERSONA,0.79,29,443,269,509,442,False,,,,,
1300,COCHE,0.94,30,681,297,1035,516,True,0.5,736,143,821,760
1300,PERSONA,0.8,31,352,282,412,441,False,,,,,
1300,COCHE,0.66,32,1340,323,1425,381,False,,,,,
1300,COCHE,0.8,33,1104,311,1192,373,True,0.72,1130,39,1155,668
1301,COCHE,0.53,27,1290,319,1342,346,False,,,,,
1301,PERSONA,0.8,29,445,273,513,442,False,,,,,
1301,COCHE,0.94,30,654,296,1026,525,True,0.43,713,149,801,767
1301,PERSONA,0.83,31,355,282,414,441,False,,,,,
1301,COCHE,0.6,32,1339,324,1424,381,False,,,,,
1301,COCHE,0.82,33,1103,311,1190,374,True,0.77,1129,40,1153,669
1302,COCHE,0.55,27,1290,320,1341,346,False,,,,,
1302,PERSONA,0.77,29,447,271,515,443,False,,,,,
1302,COCHE,0.95,30,622,295,1017,534,True,0.39,681,157,773,773
1302,PERSONA,0.85,31,356,281,417,442,False,,,,,
1302,COCHE,0.58,32,1337,324,1421,381,False,,,,,
1302,COCHE,0.77,33,1101,310,1189,375,True,0.81,1127,41,1151,669
1303,COCHE,0.55,27,1290,320,1341,346,False,,,,,
1303,PERSONA,0.76,29,450,269,516,443,False,,,,,
1303,COCHE,0.94,30,589,294,1007,541,True,0.27,595,14,1002,772
1303,PERSONA,0.84,31,359,279,419,442,False,,,,,
1303,COCHE,0.61,32,1335,325,1418,379,False,,,,,
1303,COCHE,0.73,33,1099,310,1188,376,True,0.77,1125,42,1150,670
1304,COCHE,0.53,27,1290,320,1340,346,False,,,,,
1304,PERSONA,0.77,29,455,264,518,443,False,,,,,
1304,COCHE,0.94,30,552,293,997,554,True,0.45,613,172,714,789
1304,PERSONA,0.81,31,361,279,420,443,False,,,,,
1304,COCHE,0.62,32,1334,325,1411,378,False,,,,,
1304,COCHE,0.71,33,1098,311,1188,377,True,0.77,1123,42,1148,672
1305,COCHE,0.49,27,1291,321,1339,346,False,,,,,
1305,PERSONA,0.81,29,457,263,520,443,False,,,,,
1305,COCHE,0.92,30,512,292,984,565,True,0.35,571,181,678,798
1305,PERSONA,0.77,31,363,276,422,441,False,,,,,
1305,COCHE,0.64,32,1331,325,1408,378,False,,,,,
1305,COCHE,0.72,33,1096,310,1187,379,True,0.74,1122,43,1147,671
1306,COCHE,0.51,27,1290,321,1338,348,False,,,,,
1306,PERSONA,0.73,29,462,264,520,421,False,,,,,
1306,COCHE,0.93,30,465,292,974,581,True,0.36,529,193,638,809
1306,PERSONA,0.79,31,365,274,424,440,False,,,,,
1306,COCHE,0.69,32,1330,325,1405,377,False,,,,,
1306,COCHE,0.75,33,1093,311,1187,381,True,0.69,1120,42,1146,673
1307,COCHE,0.44,27,1289,321,1337,349,False,,,,,
1307,PERSONA,0.61,29,464,266,521,402,False,,,,,
1307,COCHE,0.94,30,413,290,960,599,True,0.46,474,207,594,819
1307,PERSONA,0.79,31,366,274,426,440,False,,,,,
1307,COCHE,0.68,32,1328,325,1403,376,False,,,,,
1307,COCHE,0.78,33,1092,311,1185,382,True,0.7,1118,43,1144,673
1308,COCHE,0.39,27,1289,321,1336,350,False,,,,,
1308,PERSONA,0.42,29,466,268,522,385,False,,,,,
1308,COCHE,0.93,30,356,287,943,612,True,0.42,416,224,542,833
1308,PERSONA,0.73,31,368,273,427,424,False,,,,,
1308,COCHE,0.7,32,1326,326,1400,374,False,,,,,
1308,COCHE,0.79,33,1089,310,1183,382,True,0.8,1116,44,1143,672
1309,COCHE,0.31,27,1290,321,1333,350,False,,,,,
1309,PERSONA,0.3,29,470,263,520,351,False,,,,,
1309,COCHE,0.92,30,291,287,927,633,True,0.36,350,237,487,850
1309,PERSONA,0.68,31,371,276,428,405,False,,,,,
1309,COCHE,0.68,32,1324,327,1398,373,False,,,,,
1309,COCHE,0.81,33,1085,310,1182,383,True,0.74,1114,45,1141,673
1310,COCHE,0.26,27,1290,321,1329,348,False,,,,,
1310,COCHE,0.9,30,214,285,911,656,True,0.58,269,254,420,869
1310,PERSONA,0.25,31,367,288,431,394,False,,,,,
1310,COCHE,0.69,32,1322,327,1397,372,False,,,,,
1310,COCHE,0.81,33,1083,311,1180,384,True,0.63,1111,45,1139,674
1311,COCHE,0.24,27,1289,322,1325,347,False,,,,,
1311,COCHE,0.94,30,125,283,893,685,True,0.54,177,282,331,892
1311,COCHE,0.74,32,1319,326,1396,371,False,,,,,
1311,COCHE,0.79,33,1080,311,1179,385,True,0.47,1109,45,1137,675
1312,COCHE,0.25,27,1290,322,1323,345,False,,,,,
1312,COCHE,0.93,30,35,279,873,716,True,0.62,60,308,235,920
1312,COCHE,0.76,32,1318,325,1395,371,False,,,,,
1312,COCHE,0.8,33,1078,311,1177,385,True,0.48,1106,46,1136,676
1313,COCHE,0.22,27,1291,321,1322,346,False,,,,,
1313,COCHE,0.93,30,0,278,853,753,True,0.26,1,344,114,964
1313,COCHE,0.77,32,1316,325,1393,371,False,,,,,
1313,COCHE,0.79,33,1073,310,1175,386,True,0.64,1104,46,1134,676
1314,COCHE,0.25,27,1293,321,1323,345,False,,,,,
1314,COCHE,0.94,30,0,274,828,806,False,,,,,
1314,COCHE,0.75,32,1317,326,1391,370,False,,,,,
1314,COCHE,0.77,33,1070,310,1173,386,True,0.54,1102,48,1131,677
1315,COCHE,0.28,27,1294,321,1323,347,False,,,,,
1315,COCHE,0.95,30,0,271,803,877,False,,,,,
1315,COCHE,0.73,32,1315,327,1390,370,False,,,,,
1315,COCHE,0.73,33,1068,310,1172,386,True,0.71,1099,48,1129,678
1316,COCHE,0.27,27,1297,322,1323,349,False,,,,,
1316,COCHE,0.94,30,0,267,772,931,False,,,,,
1316,COCHE,0.69,32,1314,328,1388,369,False,,,,,
1316,COCHE,0.75,33,1065,310,1171,386,True,0.64,1097,49,1127,678
1317,COCHE,0.22,27,1298,322,1323,351,False,,,,,
1317,COCHE,0.96,30,0,262,734,1005,False,,,,,
1317,COCHE,0.7,32,1312,329,1388,369,False,,,,,
1317,COCHE,0.74,33,1061,311,1170,388,True,0.71,1094,49,1124,681
1318,COCHE,0.21,27,1301,322,1323,351,False,,,,,
1318,COCHE,0.95,30,0,260,692,1000,False,,,,,
1318,COCHE,0.71,32,1310,329,1385,369,False,,,,,
1318,COCHE,0.74,33,1059,310,1170,390,True,0.66,1092,51,1123,680
1319,COCHE,0.18,27,1302,323,1325,353,False,,,,,
1319,COCHE,0.94,30,0,258,646,982,False,,,,,
1319,COCHE,0.71,32,1309,328,1381,369,False,,,,,
1319,COCHE,0.78,33,1055,311,1169,393,True,0.57,1088,50,1120,682
1320,COCHE,0.28,27,1303,324,1331,356,False,,,,,
1320,COCHE,0.94,30,0,247,591,973,False,,,,,
1320,COCHE,0.7,32,1308,327,1377,368,False,,,,,
1320,COCHE,0.75,33,1052,311,1167,394,True,0.47,1085,51,1117,683
1321,COCHE,0.24,27,1304,324,1331,358,False,,,,,
1321,COCHE,0.95,30,0,243,535,970,False,,,,,
1321,COCHE,0.69,32,1307,327,1376,367,False,,,,,
1321,COCHE,0.76,33,1049,310,1168,395,True,0.66,1082,52,1115,683
1321,PERSONA,0.68,31,408,285,464,425,False,,,,,
1322,COCHE,0.94,30,0,251,452,967,False,,,,,
1322,COCHE,0.68,32,1307,327,1373,367,False,,,,,
1322,COCHE,0.8,33,1046,309,1165,395,True,0.66,1079,53,1112,684
1322,PERSONA,0.78,35,504,263,559,438,False,,,,,
1322,PERSONA,0.81,31,411,284,468,431,False,,,,,
1323,COCHE,0.9,30,0,278,357,1006,False,,,,,
1323,COCHE,0.68,32,1306,327,1370,366,False,,,,,
1323,COCHE,0.8,33,1042,308,1165,397,True,0.67,1076,56,1109,684
1323,PERSONA,0.78,35,507,265,559,436,False,,,,,
1323,PERSONA,0.82,31,413,284,471,434,False,,,,,
1324,COCHE,0.88,30,0,353,236,1013,False,,,,,
1324,COCHE,0.7,32,1305,326,1369,365,False,,,,,
1324,COCHE,0.82,33,1037,308,1163,398,True,0.75,1072,57,1106,685
1324,PERSONA,0.75,35,507,264,562,437,False,,,,,
1324,PERSONA,0.79,31,418,285,473,435,False,,,,,
1325,COCHE,0.66,32,1305,327,1368,364,False,,,,,
1325,COCHE,0.83,33,1033,308,1161,400,True,0.69,1068,58,1103,685
1325,PERSONA,0.8,35,507,264,565,437,False,,,,,
1325,PERSONA,0.76,31,420,285,475,434,False,,,,,
1326,COCHE,0.65,32,1303,328,1367,364,False,,,,,
1326,COCHE,0.84,33,1028,308,1159,402,True,0.77,1065,59,1100,687
1326,PERSONA,0.8,35,509,267,569,436,False,,,,,
1326,PERSONA,0.79,31,423,285,477,433,False,,,,,
1327,COCHE,0.65,32,1302,328,1367,364,False,,,,,
1327,COCHE,0.85,33,1023,308,1159,404,True,0.73,1060,60,1097,688
1327,PERSONA,0.74,35,512,267,574,437,False,,,,,
1327,PERSONA,0.79,31,426,287,480,433,False,,,,,
1328,COCHE,0.62,32,1301,327,1367,363,False,,,,,
1328,COCHE,0.85,33,1019,309,1159,405,True,0.77,1056,59,1093,690
1328,PERSONA,0.76,35,516,266,579,437,False,,,,,
1328,PERSONA,0.81,31,427,288,482,432,False,,,,,
1329,COCHE,0.63,32,1300,326,1365,363,False,,,,,
1329,COCHE,0.86,33,1014,309,1158,407,True,0.72,1051,61,1089,691
1329,PERSONA,0.79,35,517,265,579,438,False,,,,,
1329,PERSONA,0.81,31,429,288,485,432,False,,,,,
1330,COCHE,0.59,32,1299,325,1361,362,False,,,,,
1330,COCHE,0.86,33,1010,310,1154,409,True,0.64,1047,61,1085,694
1330,PERSONA,0.81,35,519,266,579,438,False,,,,,
1330,PERSONA,0.8,31,433,288,486,432,False,,,,,
1330,COCHE,0.66,36,1143,307,1199,353,False,,,,,
1331,COCHE,0.65,32,1298,324,1360,361,False,,,,,
1331,COCHE,0.88,33,1004,309,1151,410,True,0.71,1042,63,1082,694
1331,PERSONA,0.82,35,521,264,581,437,False,,,,,
1331,PERSONA,0.83,31,435,287,488,433,False,,,,,
1331,COCHE,0.68,36,1142,306,1198,353,False,,,,,
1332,COCHE,0.6,32,1298,323,1357,361,False,,,,,
1332,COCHE,0.89,33,997,308,1147,411,True,0.79,1037,65,1077,694
1332,PERSONA,0.75,35,523,264,582,431,False,,,,,
1332,PERSONA,0.82,31,436,288,490,433,False,,,,,
1332,COCHE,0.72,36,1140,306,1198,354,False,,,,,
1333,COCHE,0.61,32,1296,322,1356,361,False,,,,,
1333,COCHE,0.85,33,992,308,1145,414,True,0.7,1031,65,1073,696
1333,PERSONA,0.74,35,526,265,585,430,False,,,,,
1333,PERSONA,0.82,31,438,288,491,433,False,,,,,
1333,COCHE,0.73,36,1138,306,1197,355,False,,,,,
1334,COCHE,0.56,32,1294,323,1354,361,False,,,,,
1334,COCHE,0.84,33,986,308,1142,417,True,0.67,1026,65,1067,697
1334,PERSONA,0.75,35,529,266,586,429,False,,,,,
1334,PERSONA,0.82,31,441,287,494,432,False,,,,,
1334,COCHE,0.69,36,1134,306,1197,357,False,,,,,
1335,COCHE,0.53,32,1290,324,1353,360,False,,,,,
1335,COCHE,0.87,33,980,308,1140,419,True,0.65,1021,68,1063,698
1335,PERSONA,0.76,35,531,266,587,430,False,,,,,
1335,PERSONA,0.79,31,443,287,497,431,False,,,,,
1335,COCHE,0.7,36,1132,305,1197,358,False,,,,,
1336,COCHE,0.54,32,1289,325,1351,359,False,,,,,
1336,COCHE,0.88,33,973,308,1138,420,True,0.71,1013,67,1058,700
1336,PERSONA,0.76,35,533,267,589,430,False,,,,,
1336,PERSONA,0.78,31,445,286,499,430,False,,,,,
1336,COCHE,0.69,36,1132,306,1197,358,False,,,,,
1337,COCHE,0.57,32,1289,325,1348,359,False,,,,,
1337,COCHE,0.87,33,967,307,1136,422,True,0.71,1008,70,1052,700
1337,PERSONA,0.76,35,535,269,591,429,False,,,,,
1337,PERSONA,0.77,31,447,287,501,430,False,,,,,
1337,COCHE,0.72,36,1131,306,1197,358,False,,,,,
1338,COCHE,0.52,32,1288,325,1346,358,False,,,,,
1338,COCHE,0.87,33,959,306,1135,424,True,0.68,1002,73,1047,701
1338,PERSONA,0.72,35,538,276,592,429,False,,,,,
1338,PERSONA,0.76,31,449,287,503,429,False,,,,,
1338,COCHE,0.69,36,1129,306,1197,359,False,,,,,
1339,COCHE,0.56,32,1288,325,1344,358,False,,,,,
1339,COCHE,0.86,33,952,305,1132,427,True,0.77,995,75,1041,701
1339,PERSONA,0.74,35,540,269,592,429,False,,,,,
1339,PERSONA,0.75,31,453,289,505,429,False,,,,,
1339,COCHE,0.72,36,1127,305,1198,360,False,,,,,
1340,COCHE,0.59,32,1288,324,1344,358,False,,,,,
1340,COCHE,0.86,33,945,304,1130,428,True,0.72,988,78,1036,702
1340,PERSONA,0.72,35,542,266,592,427,False,,,,,
1340,PERSONA,0.73,31,455,290,512,430,False,,,,,
1340,COCHE,0.73,36,1126,305,1198,360,False,,,,,
1341,COCHE,0.57,32,1287,325,1345,359,False,,,,,
1341,COCHE,0.89,33,936,304,1129,430,True,0.75,980,81,1029,704
1341,PERSONA,0.74,35,543,264,594,428,False,,,,,
1341,PERSONA,0.77,31,458,290,518,430,False,,,,,
1341,COCHE,0.74,36,1126,305,1197,360,False,,,,,
1342,COCHE,0.55,32,1286,324,1345,359,False,,,,,
1342,COCHE,0.86,33,928,303,1128,433,True,0.64,972,83,1023,705
1342,PERSONA,0.74,35,544,268,596,430,False,,,,,
1342,PERSONA,0.79,31,461,288,522,430,False,,,,,
1342,COCHE,0.75,36,1124,305,1197,361,False,,,,,
1343,COCHE,0.62,32,1286,322,1344,359,False,,,,,
1343,COCHE,0.77,33,919,302,1125,437,True,0.62,964,86,1016,706
1343,PERSONA,0.71,35,546,270,597,430,False,,,,,
1343,PERSONA,0.74,31,463,284,522,429,False,,,,,
1343,COCHE,0.76,36,1123,305,1197,361,False,,,,,
1344,COCHE,0.62,32,1285,323,1342,359,False,,,,,
1344,COCHE,0.84,33,909,303,1118,439,True,0.67,956,88,1008,710
1344,PERSONA,0.72,35,548,270,600,430,False,,,,,
1344,PERSONA,0.72,31,464,286,524,427,False,,,,,
1344,COCHE,0.79,36,1123,304,1197,361,False,,,,,
1345,COCHE,0.58,32,1285,323,1340,359,False,,,,,
1345,COCHE,0.86,33,901,303,1111,443,True,0.73,947,91,1000,713
1345,PERSONA,0.8,35,552,269,604,430,False,,,,,
1345,PERSONA,0.74,31,464,285,526,427,False,,,,,
1345,COCHE,0.8,36,1122,303,1197,361,False,,,,,
1346,COCHE,0.63,32,1284,321,1338,359,False,,,,,
1346,COCHE,0.82,33,889,302,1108,447,True,0.71,937,95,991,714
1346,PERSONA,0.82,35,553,268,606,429,False,,,,,
1346,PERSONA,0.8,31,467,285,528,428,False,,,,,
1346,COCHE,0.77,36,1121,303,1197,362,False,,,,,
1347,COCHE,0.64,32,1284,321,1336,359,False,,,,,
1347,COCHE,0.86,33,878,301,1104,451,True,0.7,927,98,982,717
1347,PERSONA,0.81,35,555,270,607,429,False,,,,,
1347,PERSONA,0.76,31,469,285,528,428,False,,,,,
1347,COCHE,0.79,36,1121,303,1196,362,False,,,,,
1348,COCHE,0.65,32,1284,321,1336,358,False,,,,,
1348,COCHE,0.85,33,868,301,1100,454,True,0.72,915,101,974,720
1348,PERSONA,0.77,35,556,271,609,429,False,,,,,
1348,PERSONA,0.74,31,474,287,530,427,False,,,,,
1348,COCHE,0.76,36,1120,303,1194,362,False,,,,,
1349,COCHE,0.67,32,1284,320,1336,358,False,,,,,
1349,COCHE,0.87,33,854,301,1095,458,True,0.74,903,102,963,723
1349,PERSONA,0.78,35,556,270,615,430,False,,,,,
1349,PERSONA,0.76,31,479,284,534,427,False,,,,,
1349,COCHE,0.75,36,1119,303,1194,362,False,,,,,
1350,COCHE,0.67,32,1283,320,1335,357,False,,,,,
1350,COCHE,0.9,33,841,301,1092,462,True,0.71,891,106,951,727
1350,PERSONA,0.8,35,557,266,617,429,False,,,,,
1350,PERSONA,0.78,31,481,281,536,426,False,,,,,
1350,COCHE,0.74,36,1118,303,1195,362,False,,,,,
1351,COCHE,0.6,32,1282,321,1335,357,False,,,,,
1351,COCHE,0.89,33,828,301,1087,467,True,0.7,879,109,942,730
1351,PERSONA,0.78,35,558,269,620,430,False,,,,,
1351,PERSONA,0.77,31,482,280,539,426,False,,,,,
1351,COCHE,0.74,36,1117,302,1195,362,True,0.28,1141,45,1164,656
1352,COCHE,0.62,32,1282,320,1333,356,False,,,,,
1352,COCHE,0.9,33,812,301,1082,473,True,0.69,863,111,931,734
1352,PERSONA,0.78,35,558,271,622,430,False,,,,,
